"","ENSEMBL","SYMBOL","SRR9309444_SAM_Outputfile_Counts","SRR9309445_SAM_Outputfile_Counts"
"16163","ENSG00000186184","POLR1D",5394,4197
"16164","ENSG00000186185","KIF18B",20,75
"16165","ENSG00000186187","ZNRF1",4879,4242
"16166","ENSG00000186188","FFAR4",10,3
"16167","ENSG00000186190","BPIFB3",0,0
"16168","ENSG00000186191","BPIFB4",0,0
"16169","ENSG00000186193","SAPCD2",150,72
"16170","ENSG00000186197","EDARADD",6,0
"16171","ENSG00000186198","SLC51B",15,7
"16172","ENSG00000186204","CYP4F12",0,0
"16173","ENSG00000186205","MTARC1",55,25
"16174","ENSG00000186207","LCE5A",0,0
"16175","ENSG00000186212","SOWAHB",329,282
"16176","ENSG00000186222","BLOC1S4",1202,1042
"16177","ENSG00000186226","LCE1E",0,0
"16178","ENSG00000186230","ZNF749",517,270
"16179","ENSG00000186231","KLHL32",5,3
"16180","ENSG00000186234","FAM86MP",0,1
"16181","ENSG00000186235","LINC02610",643,355
"16182","ENSG00000186244","RPL21P124",0,0
"16183","ENSG00000186260","MRTFB",2675,2092
"16184","ENSG00000186265","BTLA",6,8
"16185","ENSG00000186268",NA,0,0
"16186","ENSG00000186272","ZNF17",592,341
"16187","ENSG00000186280","KDM4D",113,114
"16188","ENSG00000186281","GPAT2",62,20
"16189","ENSG00000186283","TOR3A",2888,1799
"16190","ENSG00000186288","PABPC1L2A",0,0
"16191","ENSG00000186297","GABRA5",1,0
"16192","ENSG00000186298","PPP1CC",9301,8071
"16193","ENSG00000186300","ZNF555",1269,622
"16194","ENSG00000186301",NA,106,27
"16195","ENSG00000186306","OR10T2",0,0
"16196","ENSG00000186310","NAP1L3",985,1041
"16197","ENSG00000186312","CA5BP1",887,842
"16198","ENSG00000186314","PRELID2",1745,1316
"16199","ENSG00000186318","BACE1",11668,8108
"16200","ENSG00000186326","RGS9BP",42,14
"16201","ENSG00000186328",NA,0,0
"16202","ENSG00000186329","TMEM212",0,1
"16203","ENSG00000186334","SLC36A3",1,2
"16204","ENSG00000186335","SLC36A2",0,1
"16205","ENSG00000186340","THBS2",47956,50664
"16206","ENSG00000186350","RXRA",7159,6166
"16207","ENSG00000186352","ANKRD37",604,610
"16208","ENSG00000186364","NUDT17",232,241
"16209","ENSG00000186367","MINAR2",0,0
"16210","ENSG00000186369",NA,349,187
"16211","ENSG00000186376","ZNF75D",1198,647
"16212","ENSG00000186377","CYP4X1",76,20
"16213","ENSG00000186393","KRT26",0,0
"16214","ENSG00000186395","KRT10",1474,2009
"16215","ENSG00000186399","GOLGA8R",40,71
"16216","ENSG00000186407","CD300E",2,2
"16217","ENSG00000186409","CCDC30",171,84
"16218","ENSG00000186416","NKRF",1462,1177
"16219","ENSG00000186417","GLDN",186,97
"16220","ENSG00000186431","FCAR",4,1
"16221","ENSG00000186432","KPNA4",11754,8170
"16222","ENSG00000186439","TRDN",0,0
"16223","ENSG00000186440","OR6P1",0,0
"16224","ENSG00000186442","KRT3",0,0
"16225","ENSG00000186446","ZNF501",330,122
"16226","ENSG00000186448","ZNF197",2025,1291
"16227","ENSG00000186451","SPATA12",1,1
"16228","ENSG00000186452","TMPRSS12",1,1
"16229","ENSG00000186453","FAM228A",130,64
"16230","ENSG00000186458","DEFB132",0,0
"16231","ENSG00000186462","NAP1L2",18,5
"16232","ENSG00000186466",NA,3,5
"16233","ENSG00000186468","RPS23",27864,27188
"16234","ENSG00000186469","GNG2",9,31
"16235","ENSG00000186470","BTN3A2",5049,4464
"16236","ENSG00000186471","AKAP14",0,2
"16237","ENSG00000186472","PCLO",18,15
"16238","ENSG00000186474","KLK12",0,0
"16239","ENSG00000186479","RGS7BP",6,3
"16240","ENSG00000186480","INSIG1",7688,14095
"16241","ENSG00000186481",NA,80,180
"16242","ENSG00000186487","MYT1L",0,1
"16243","ENSG00000186493","C5orf38",154,56
"16244","ENSG00000186496","ZNF396",226,142
"16245","ENSG00000186501","TMEM222",2914,3072
"16246","ENSG00000186508",NA,0,0
"16247","ENSG00000186509","OR9Q1",0,0
"16248","ENSG00000186510","CLCNKA",64,63
"16249","ENSG00000186513","OR9Q2",0,0
"16250","ENSG00000186517","ARHGAP30",340,90
"16251","ENSG00000186522","SEPTIN10",8543,8480
"16252","ENSG00000186523","FAM86B1",79,82
"16253","ENSG00000186526","CYP4F8",0,0
"16254","ENSG00000186529","CYP4F3",1,0
"16255","ENSG00000186532","SMYD4",1649,785
"16256","ENSG00000186543",NA,2,2
"16257","ENSG00000186562","DEFB105A",0,0
"16258","ENSG00000186564","FOXD2",511,386
"16259","ENSG00000186566","GPATCH8",8909,8141
"16260","ENSG00000186567","CEACAM19",1821,1324
"16261","ENSG00000186572","DEFB107A",0,0
"16262","ENSG00000186575","NF2",14531,16684
"16263","ENSG00000186577","SMIM29",1672,1408
"16264","ENSG00000186579","DEFB106A",0,0
"16265","ENSG00000186583","SPATC1",9,0
"16266","ENSG00000186591","UBE2H",32943,27119
"16267","ENSG00000186594","MIR22HG",8551,7807
"16268","ENSG00000186599","DEFB105A",0,0
"16269","ENSG00000186603","HPDL",66,77
"16270","ENSG00000186615","KTN1-AS1",180,104
"16271","ENSG00000186625","KATNA1",1895,1381
"16272","ENSG00000186628","FSD2",8,0
"16273","ENSG00000186635","ARAP1",13947,9690
"16274","ENSG00000186638","KIF24",139,232
"16275","ENSG00000186642","PDE2A",25,1
"16276","ENSG00000186645","SPDYE10",2,4
"16277","ENSG00000186648","CARMIL3",30,34
"16278","ENSG00000186652","PRG2",0,0
"16279","ENSG00000186654","PRR5",738,823
"16280","ENSG00000186660","ZFP91",10291,8166
"16281","ENSG00000186665","C17orf58",600,626
"16282","ENSG00000186666","BCDIN3D",602,274
"16283","ENSG00000186675","MAGEE2",0,0
"16284","ENSG00000186676",NA,3,1
"16285","ENSG00000186678","LOC101060042",0,0
"16286","ENSG00000186684","CYP27C1",519,533
"16287","ENSG00000186687","LYRM7",1724,1082
"16288","ENSG00000186704",NA,1,0
"16289","ENSG00000186710","CFAP73",3,9
"16290","ENSG00000186714","CCDC73",0,0
"16291","ENSG00000186715","MST1L",40,11
"16292","ENSG00000186716","BCR",8093,8451
"16293","ENSG00000186723","OR10H1",1,2
"16294","ENSG00000186732","MPPED1",0,0
"16295","ENSG00000186743",NA,109,177
"16296","ENSG00000186765","FSCN2",785,254
"16297","ENSG00000186766","FOXI2",0,0
"16298","ENSG00000186767","SPIN4",344,168
"16299","ENSG00000186777","ZNF732",80,35
"16300","ENSG00000186787","SPIN2B",174,151
"16301","ENSG00000186788","SPATA31D3",0,0
"16302","ENSG00000186790","FOXE3",30,10
"16303","ENSG00000186792","HYAL3",650,1130
"16304","ENSG00000186795","KCNK18",0,0
"16305","ENSG00000186803","IFNA10",0,0
"16306","ENSG00000186806","VSIG10L",398,279
"16307","ENSG00000186810","CXCR3",5,0
"16308","ENSG00000186812","ZNF397",2424,1273
"16309","ENSG00000186814","ZSCAN30",2883,2125
"16310","ENSG00000186815","TPCN1",19279,18737
"16311","ENSG00000186818","LILRB4",1246,127
"16312","ENSG00000186825","CDRT15P3",20,14
"16313","ENSG00000186827","TNFRSF4",4,4
"16314","ENSG00000186831",NA,0,0
"16315","ENSG00000186832","KRT16",412,160
"16316","ENSG00000186834","HEXIM1",3646,3186
"16317","ENSG00000186838","SELENOV",3,0
"16318","ENSG00000186844","LCE1A",0,0
"16319","ENSG00000186847","KRT14",2221,4360
"16320","ENSG00000186854","TRABD2A",45,32
"16321","ENSG00000186860","KRTAP17-1",0,0
"16322","ENSG00000186862","PDZD7",440,481
"16323","ENSG00000186866","POFUT2",16374,10838
"16324","ENSG00000186867","QRFPR",0,0
"16325","ENSG00000186868","MAPT",584,282
"16326","ENSG00000186871","ERCC6L",36,68
"16327","ENSG00000186881","OR13F1",0,0
"16328","ENSG00000186886",NA,0,0
"16329","ENSG00000186889","TMEM17",166,169
"16330","ENSG00000186891","TNFRSF18",19,11
"16331","ENSG00000186895","FGF3",0,0
"16332","ENSG00000186897","C1QL4",5,8
"16333","ENSG00000186907","RTN4RL2",18,16
"16334","ENSG00000186908","ZDHHC17",5347,3309
"16335","ENSG00000186910","SERPINA11",31,34
"16336","ENSG00000186912","P2RY4",13,9
"16337","ENSG00000186918","ZNF395",2589,3365
"16338","ENSG00000186919","ZACN",17,29
"16339","ENSG00000186924","KRTAP22-1",0,0
"16340","ENSG00000186925","KRTAP19-6",0,0
"16341","ENSG00000186930","KRTAP6-2",0,0
"16342","ENSG00000186940",NA,9,5
"16343","ENSG00000186943","OR13C8",0,0
"16344","ENSG00000186951","PPARA",9795,7203
"16345","ENSG00000186952","TMEM232",14,11
"16346","ENSG00000186960","LINC01551",2,0
"16347","ENSG00000186965","KRTAP19-2",0,0
"16348","ENSG00000186967","KRTAP19-4",0,0
"16349","ENSG00000186970","KRTAP15-1",0,0
"16350","ENSG00000186971","KRTAP13-4",0,0
"16351","ENSG00000186973","FAM183A",1,0
"16352","ENSG00000186976","EFCAB6",73,59
"16353","ENSG00000186977","KRTAP19-5",0,0
"16354","ENSG00000186980","KRTAP23-1",0,0
"16355","ENSG00000186994","KANK3",480,147
"16356","ENSG00000186998","EMID1",210,117
"16357","ENSG00000187003","ACTL7A",0,0
"16358","ENSG00000187005","KRTAP21-1",0,0
"16359","ENSG00000187010","RHD",21,19
"16360","ENSG00000187012","LINC00207",0,0
"16361","ENSG00000187013","LINC02875",37,19
"16362","ENSG00000187017","ESPN",45,42
"16363","ENSG00000187021","PNLIPRP1",0,0
"16364","ENSG00000187024","PTRH1",51,27
"16365","ENSG00000187026","KRTAP21-2",0,0
"16366","ENSG00000187033","SAMD7",2,0
"16367","ENSG00000187037","GPR141",0,2
"16368","ENSG00000187045","TMPRSS6",20,17
"16369","ENSG00000187048","CYP4A11",0,0
"16370","ENSG00000187049","TMEM216",905,582
"16371","ENSG00000187051","RPS19BP1",4751,3270
"16372","ENSG00000187054","TMPRSS11A",0,0
"16373","ENSG00000187066","TMEM262",42,53
"16374","ENSG00000187068","C3orf70",940,310
"16375","ENSG00000187079","TEAD1",47383,42539
"16376","ENSG00000187080","OR2AK2",0,0
"16377","ENSG00000187082","DEFB106B",0,0
"16378","ENSG00000187091","PLCD1",3281,2989
"16379","ENSG00000187094","CCK",0,0
"16380","ENSG00000187097","ENTPD5",1779,1825
"16381","ENSG00000187098","MITF",2275,2230
"16382","ENSG00000187103",NA,0,0
"16383","ENSG00000187105","HEATR4",88,30
"16384","ENSG00000187109","NAP1L1",33309,25331
"16385","ENSG00000187116","LILRA5",15,1
"16386","ENSG00000187118","CMC1",563,432
"16387","ENSG00000187122","SLIT1",16,30
"16388","ENSG00000187123","LYPD6",4,2
"16389","ENSG00000187134","AKR1C1",2300,2637
"16390","ENSG00000187135","VSTM2B",0,0
"16391","ENSG00000187140","FOXD3",0,0
"16392","ENSG00000187144","SPATA21",7,0
"16393","ENSG00000187147","RNF220",7671,7023
"16394","ENSG00000187151","ANGPTL5",1,13
"16395","ENSG00000187164","SHTN1",1040,843
"16396","ENSG00000187166","H1-7",3,1
"16397","ENSG00000187170","LCE4A",0,0
"16398","ENSG00000187172",NA,0,0
"16399","ENSG00000187173","LCE2A",0,0
"16400","ENSG00000187175","KRTAP12-1",0,0
"16401","ENSG00000187180","LCE2C",0,0
"16402","ENSG00000187185","LOC388282",1,1
"16403","ENSG00000187186","LOC730098",40,76
"16404","ENSG00000187187","ZNF546",318,167
"16405","ENSG00000187189","TSPYL4",4279,3623
"16406","ENSG00000187191","DAZ3",0,0
"16407","ENSG00000187193","MT1X",386,146
"16408","ENSG00000187210","GCNT1",871,1139
"16409","ENSG00000187223","LCE2D",0,0
"16410","ENSG00000187229",NA,5,10
"16411","ENSG00000187231","SESTD1",5474,3391
"16412","ENSG00000187238","LCE3B",0,0
"16413","ENSG00000187239","FNBP1",14228,12367
"16414","ENSG00000187240","DYNC2H1",871,875
"16415","ENSG00000187242","KRT12",4,2
"16416","ENSG00000187243","MAGED4B",1342,1165
"16417","ENSG00000187244","BCAM",14075,9767
"16418","ENSG00000187257","RSBN1L",2102,1187
"16419","ENSG00000187258","NPSR1",0,0
"16420","ENSG00000187260","WDR86",27,6
"16421","ENSG00000187266","EPOR",839,382
"16422","ENSG00000187268","FAM9C",0,0
"16423","ENSG00000187272","KRTAP9-8",0,0
"16424","ENSG00000187288","CIDEC",4,18
"16425","ENSG00000187323","DCC",1,0
"16426","ENSG00000187325","TAF9B",1374,1531
"16427","ENSG00000187372","PCDHB13",121,131
"16428","ENSG00000187391","MAGI2",1747,2188
"16429","ENSG00000187398","LUZP2",2743,6490
"16430","ENSG00000187416","LHFPL3",4,0
"16431","ENSG00000187446","CHP1",13021,13033
"16432","ENSG00000187472",NA,0,0
"16433","ENSG00000187474","FPR3",568,65
"16434","ENSG00000187475","H1-6",0,1
"16435","ENSG00000187479","C11orf96",19836,17226
"16436","ENSG00000187481",NA,0,0
"16437","ENSG00000187483","SERPINA13P",0,0
"16438","ENSG00000187486","KCNJ11",6,2
"16439","ENSG00000187492","CDHR4",17,5
"16440","ENSG00000187498","COL4A1",1531637,803569
"16441","ENSG00000187504","RPL7P48",0,0
"16442","ENSG00000187510","PLEKHG7",4,13
"16443","ENSG00000187513","GJA4",208,68
"16444","ENSG00000187514","PTMA",29517,33348
"16445","ENSG00000187516","H2AP",0,0
"16446","ENSG00000187522","HSPA14",593,566
"16447","ENSG00000187527","ATP13A5",1,0
"16448","ENSG00000187531","SIRT7",1565,1452
"16449","ENSG00000187533","PRR27",0,0
"16450","ENSG00000187534",NA,218,264
"16451","ENSG00000187535","IFT140",2844,2312
"16452","ENSG00000187536",NA,0,0
"16453","ENSG00000187537","POTEG",0,0
"16454","ENSG00000187545","PRAMEF10",0,0
"16455","ENSG00000187546","AGMO",12,5
"16456","ENSG00000187550","SBK2",35,19
"16457","ENSG00000187553","CYP26C1",14,49
"16458","ENSG00000187554","TLR5",105,23
"16459","ENSG00000187555","USP7",14176,11476
"16460","ENSG00000187556","NANOS3",164,193
"16461","ENSG00000187559","FOXD4L3",0,1
"16462","ENSG00000187566","NHLRC1",208,245
"16463","ENSG00000187569","DPPA3",0,0
"16464","ENSG00000187581","COX8C",3,2
"16465","ENSG00000187583","PLEKHN1",221,95
"16466","ENSG00000187589",NA,2,2
"16467","ENSG00000187595","ZNF385C",36,10
"16468","ENSG00000187600","LINC02583",1,0
"16469","ENSG00000187601","MAGEH1",3008,2151
"16470","ENSG00000187605","TET3",5215,4057
"16471","ENSG00000187607","ZNF286A",699,466
"16472","ENSG00000187608","ISG15",1471,1763
"16473","ENSG00000187609","EXD3",1632,994
"16474","ENSG00000187612","OR5W2",0,0
"16475","ENSG00000187616","MYMK",2,0
"16476","ENSG00000187621",NA,0,0
"16477","ENSG00000187624","C17orf97",358,409
"16478","ENSG00000187626","ZKSCAN4",801,507
"16479","ENSG00000187627","RGPD1",2,1
"16480","ENSG00000187630","DHRS4L2",631,783
"16481","ENSG00000187634","SAMD11",498,104
"16482","ENSG00000187642","PERM1",77,17
"16483","ENSG00000187650","VMAC",375,350
"16484","ENSG00000187653",NA,2679,2703
"16485","ENSG00000187657","TSPY13P",0,0
"16486","ENSG00000187658","C5orf52",0,0
"16487","ENSG00000187664","HAPLN4",0,0
"16488","ENSG00000187672","ERC2",1,2
"16489","ENSG00000187676","B3GLCT",1016,772
"16490","ENSG00000187678","SPRY4",6722,2924
"16491","ENSG00000187682","ERAS",0,0
"16492","ENSG00000187686",NA,0,0
"16493","ENSG00000187688","TRPV2",5319,3830
"16494","ENSG00000187689","AMTN",1,0
"16495","ENSG00000187690","EZHIP",1,0
"16496","ENSG00000187699","C2orf88",44,26
"16497","ENSG00000187701","OR2T27",0,0
"16498","ENSG00000187713","TMEM203",3509,3046
"16499","ENSG00000187714","SLC18A3",2336,3761
"16500","ENSG00000187715","KBTBD12",2,0
"16501","ENSG00000187720","THSD4",8749,4128
"16502","ENSG00000187721","GTF2IP3",0,0
"16503","ENSG00000187726","DNAJB13",46,16
"16504","ENSG00000187730","GABRD",1,0
"16505","ENSG00000187733","AMY1C",0,0
"16506","ENSG00000187735","TCEA1",11792,5287
"16507","ENSG00000187736","NHEJ1",605,349
"16508","ENSG00000187741","FANCA",263,247
"16509","ENSG00000187742","SECISBP2",1403,1100
"16510","ENSG00000187747","OR52B6",9,0
"16511","ENSG00000187753","C9orf153",8,8
"16512","ENSG00000187754","SSX7",0,0
"16513","ENSG00000187758","ADH1A",0,3
"16514","ENSG00000187762",NA,3,0
"16515","ENSG00000187763","OR2B7P",0,0
"16516","ENSG00000187764","SEMA4D",171,145
"16517","ENSG00000187766","KRTAP10-8",0,0
"16518","ENSG00000187772","LIN28B",0,0
"16519","ENSG00000187773","DIPK1C",1,7
"16520","ENSG00000187775","DNAH17",153,129
"16521","ENSG00000187778","MCRS1",4375,4375
"16522","ENSG00000187783","TMEM72",6,3
"16523","ENSG00000187790","FANCM",378,223
"16524","ENSG00000187791","FAM205C",2,1
"16525","ENSG00000187792","ZNF70",1669,965
"16526","ENSG00000187796","CARD9",366,178
"16527","ENSG00000187800","PEAR1",10272,7600
"16528","ENSG00000187801","ZFP69B",428,204
"16529","ENSG00000187806","TMEM202",0,0
"16530","ENSG00000187808","SOWAHD",86,316
"16531","ENSG00000187812",NA,0,0
"16532","ENSG00000187815","ZFP69",653,322
"16533","ENSG00000187821","HELT",0,0
"16534","ENSG00000187823","RTL4",0,0
"16535","ENSG00000187824","TMEM220",375,399
"16536","ENSG00000187833","C2orf78",0,0
"16537","ENSG00000187837","H1-2",688,1148
"16538","ENSG00000187838","PLSCR3",115,121
"16539","ENSG00000187840","EIF4EBP1",6684,4310
"16540","ENSG00000187847",NA,0,0
"16541","ENSG00000187848","P2RX2",0,0
"16542","ENSG00000187855","ASCL4",0,0
"16543","ENSG00000187857","OR6C75",1,0
"16544","ENSG00000187860","CCDC157",160,180
"16545","ENSG00000187862","TTC24",6,0
"16546","ENSG00000187866","PABIR1",1948,1457
"16547","ENSG00000187867","PALM3",94,39
"16548","ENSG00000187870",NA,0,1
"16549","ENSG00000187871","GFRAL",0,0
"16550","ENSG00000187889","FYB2",0,2
"16551","ENSG00000187893","CXXC1P1",0,0
"16552","ENSG00000187900","OR5H7P",0,0
"16553","ENSG00000187902","SHISA7",8,5
"16554","ENSG00000187904",NA,0,0
"16555","ENSG00000187905","LRRC74B",0,2
"16556","ENSG00000187908","DMBT1",17,7
"16557","ENSG00000187912","CLEC17A",5,3
"16558","ENSG00000187918","OR51I2",0,0
"16559","ENSG00000187922","LCN10",0,0
"16560","ENSG00000187942","LDLRAD2",238,296
"16561","ENSG00000187944","C2orf66",6,1
"16562","ENSG00000187950","OVCH1",1,5
"16563","ENSG00000187951","LOC100288637",150,78
"16564","ENSG00000187952",NA,121,122
"16565","ENSG00000187953","PMS2CL",784,540
"16566","ENSG00000187954","CYHR1",6001,4506
"16567","ENSG00000187955","COL14A1",2092,5773
"16568","ENSG00000187957","DNER",109,133
"16569","ENSG00000187959","CPSF4L",1,0
"16570","ENSG00000187961","KLHL17",2188,1249
"16571","ENSG00000187969","ZCCHC13",0,0
"16572","ENSG00000187979",NA,0,0
"16573","ENSG00000187980","PLA2G2C",0,0
"16574","ENSG00000187984","ANKRD19P",22,12
"16575","ENSG00000187987","ZSCAN23",164,126
"16576","ENSG00000187988",NA,25,32
"16577","ENSG00000187994","RINL",440,219
"16578","ENSG00000187997","C17orf99",3,4
"16579","ENSG00000187999",NA,0,0
"16580","ENSG00000188000","OR7D2",3,0
"16581","ENSG00000188001","TPRG1",26,16
"16582","ENSG00000188002",NA,495,261
"16583","ENSG00000188004","SNHG28",0,4
"16584","ENSG00000188010","MORN2",675,709
"16585","ENSG00000188011","RTP5",0,0
"16586","ENSG00000188013",NA,85,57
"16587","ENSG00000188015","S100A3",300,551
"16588","ENSG00000188021","UBQLN2",7381,5993
"16589","ENSG00000188026","RILPL1",4198,3536
"16590","ENSG00000188029","CTSL3P",2,0
"16591","ENSG00000188032","C19orf67",13,5
"16592","ENSG00000188033","ZNF490",297,194
"16593","ENSG00000188037","CLCN1",5,3
"16594","ENSG00000188038","NRN1L",0,0
"16595","ENSG00000188039","NWD1",9,5
"16596","ENSG00000188042","ARL4C",11026,9180
"16597","ENSG00000188050","RNF133",0,0
"16598","ENSG00000188051","TMEM221",139,58
"16599","ENSG00000188056","TREML4",0,3
"16600","ENSG00000188060","RAB42",682,1175
"16601","ENSG00000188064","WNT7B",0,0
"16602","ENSG00000188070","ZFTA",6399,3153
"16603","ENSG00000188076","SCGB1C1",0,0
"16604","ENSG00000188078","LOC100500719",0,4
"16605","ENSG00000188086","PRSS45P",0,0
"16606","ENSG00000188089","PLA2G4E",0,0
"16607","ENSG00000188092","GPR89B",249,341
"16608","ENSG00000188095","MESP2",47,13
"16609","ENSG00000188100","FAM25A",0,0
"16610","ENSG00000188101","ALOX15P2",0,0
"16611","ENSG00000188107","EYS",10,14
"16612","ENSG00000188112","C6orf132",5289,7341
"16613","ENSG00000188120","DAZ1",0,0
"16614","ENSG00000188124","OR2AG2",4,0
"16615","ENSG00000188130","MAPK12",2143,2118
"16616","ENSG00000188133","TMEM215",0,0
"16617","ENSG00000188152","NUTM2G",47,15
"16618","ENSG00000188153","COL4A5",34517,52775
"16619","ENSG00000188155","KRTAP10-6",0,0
"16620","ENSG00000188157","AGRN",90692,103522
"16621","ENSG00000188158","NHS",2620,2351
"16622","ENSG00000188162","OTOG",0,0
"16623","ENSG00000188163","FAM166A",6,7
"16624","ENSG00000188167","TMPPE",289,264
"16625","ENSG00000188171","ZNF626",707,337
"16626","ENSG00000188175","HEPACAM2",1,1
"16627","ENSG00000188176","SMTNL2",12,5
"16628","ENSG00000188177","ZC3H6",2879,1543
"16629","ENSG00000188185",NA,161,161
"16630","ENSG00000188186","LAMTOR4",2686,2480
"16631","ENSG00000188191","PRKAR1B",6455,5345
"16632","ENSG00000188199","NUTM2B",11,3
"16633","ENSG00000188211","NCR3LG1",593,867
"16634","ENSG00000188215","DCUN1D3",3202,2345
"16635","ENSG00000188219","POTEE",9,6
"16636","ENSG00000188223",NA,3,3
"16637","ENSG00000188227","ZNF793",219,118
"16638","ENSG00000188229","TUBB4B",21670,40593
"16639","ENSG00000188234","AGAP4",189,149
"16640","ENSG00000188242","PP7080",15,12
"16641","ENSG00000188243","COMMD6",3428,2310
"16642","ENSG00000188257","PLA2G2A",0,0
"16643","ENSG00000188263","IL17REL",5,0
"16644","ENSG00000188266","HYKK",515,365
"16645","ENSG00000188269","OR7A5",0,0
"16646","ENSG00000188277","C15orf62",106,73
"16647","ENSG00000188280",NA,0,0
"16648","ENSG00000188282","RUFY4",0,0
"16649","ENSG00000188283","ZNF383",1071,466
"16650","ENSG00000188290","HES4",5733,4068
"16651","ENSG00000188293","IGFL1",0,0
"16652","ENSG00000188295","ZNF669",496,331
"16653","ENSG00000188305","PEAK3",13,10
"16654","ENSG00000188306","LRRIQ4",1,5
"16655","ENSG00000188312","CENPP",248,395
"16656","ENSG00000188313","PLSCR1",952,611
"16657","ENSG00000188314",NA,0,0
"16658","ENSG00000188315","C3orf62",555,293
"16659","ENSG00000188316","ENO4",9,21
"16660","ENSG00000188321","ZNF559",658,587
"16661","ENSG00000188322","SBK1",25,9
"16662","ENSG00000188324","OR6C6",0,0
"16663","ENSG00000188334","BSPH1",0,0
"16664","ENSG00000188338","SLC38A3",58,50
"16665","ENSG00000188340","OR6N2",0,0
"16666","ENSG00000188342","GTF2F2",2589,2155
"16667","ENSG00000188343","CIBAR1",1066,909
"16668","ENSG00000188352","FOCAD",6974,6749
"16669","ENSG00000188365",NA,10,6
"16670","ENSG00000188368","PRR19",58,37
"16671","ENSG00000188372","ZP3",1291,965
"16672","ENSG00000188373","C10orf99",0,0
"16673","ENSG00000188375","H3-5",739,687
"16674","ENSG00000188379","IFNA2",0,0
"16675","ENSG00000188383",NA,31,13
"16676","ENSG00000188385","JAKMIP3",76,66
"16677","ENSG00000188386","PPP3R2",0,0
"16678","ENSG00000188388","GOLGA6L3",11,7
"16679","ENSG00000188389","PDCD1",0,0
"16680","ENSG00000188393","CLEC2A",0,0
"16681","ENSG00000188394","GPR21",64,13
"16682","ENSG00000188396","DYNLT4",174,79
"16683","ENSG00000188399",NA,0,0
"16684","ENSG00000188403","IGHV1OR15-9",0,0
"16685","ENSG00000188404","SELL",3,1
"16686","ENSG00000188408","MAGEB5",0,0
"16687","ENSG00000188419","CHM",3185,2280
"16688","ENSG00000188425","NANOS2",0,0
"16689","ENSG00000188428","BLOC1S5",2400,1340
"16690","ENSG00000188438","DEFB108F",0,0
"16691","ENSG00000188439","OR4P1P",0,0
"16692","ENSG00000188451","SRP72P2",3,4
"16693","ENSG00000188452","CERKL",1,0
"16694","ENSG00000188459",NA,28,14
"16695","ENSG00000188460",NA,36,75
"16696","ENSG00000188467","SLC24A5",0,0
"16697","ENSG00000188483","IER5L",2217,1192
"16698","ENSG00000188486","H2AX",3001,2628
"16699","ENSG00000188487","INSC",0,1
"16700","ENSG00000188488","SERPINA5",29,29
"16701","ENSG00000188493","C19orf54",1563,1107
"16702","ENSG00000188501","LCTL",10,14
"16703","ENSG00000188505","NCCRP1",0,0
"16704","ENSG00000188508","KRTDAP",0,0
"16705","ENSG00000188511","MIR3667HG",39,14
"16706","ENSG00000188512","CYCSP3",5,15
"16707","ENSG00000188517","COL25A1",11,2
"16708","ENSG00000188522","FAM83G",5215,4666
"16709","ENSG00000188523","CFAP77",11,6
"16710","ENSG00000188525",NA,0,0
"16711","ENSG00000188529","SRSF10",6466,5320
"16712","ENSG00000188536","HBA2",0,0
"16713","ENSG00000188542","DUSP28",353,252
"16714","ENSG00000188549","CCDC9B",5693,7069
"16715","ENSG00000188554","NBR1",29377,24903
"16716","ENSG00000188558","OR2G6",0,0
"16717","ENSG00000188559","RALGAPA2",2689,1979
"16718","ENSG00000188566","NDOR1",1368,1088
"16719","ENSG00000188573","FBLL1",26,2
"16720","ENSG00000188580","NKAIN2",50,6
"16721","ENSG00000188581","KRTAP1-1",10,6
"16722","ENSG00000188582","PAQR9",30,12
"16723","ENSG00000188585","CLEC20A",2,0
"16724","ENSG00000188596","CFAP54",6,11
"16725","ENSG00000188599","NPIPP1",712,295
"16726","ENSG00000188603","CLN3",66,51
"16727","ENSG00000188610","FAM72B",6,11
"16728","ENSG00000188611","ASAH2",137,64
"16729","ENSG00000188612","SUMO2",7982,6946
"16730","ENSG00000188613","NANOS1",284,202
"16731","ENSG00000188620","HMX3",2,0
"16732","ENSG00000188624","IGFL3",2,0
"16733","ENSG00000188626","GOLGA8M",12,19
"16734","ENSG00000188629","ZNF177",3,1
"16735","ENSG00000188636","RTL6",8698,8697
"16736","ENSG00000188641","DPYD",1428,1359
"16737","ENSG00000188643","S100A16",20271,33089
"16738","ENSG00000188646",NA,0,0
"16739","ENSG00000188647","PTAR1",10035,5637
"16740","ENSG00000188649","CC2D2B",35,15
"16741","ENSG00000188655","RNASE9",0,5
"16742","ENSG00000188656","TSPY7P",0,0
"16743","ENSG00000188659","SAXO2",47,16
"16744","ENSG00000188660","LINC00319",12,9
"16745","ENSG00000188662",NA,126,147
"16746","ENSG00000188668","OR7E90P",0,2
"16747","ENSG00000188672","RHCE",220,77
"16748","ENSG00000188674","C2orf80",0,0
"16749","ENSG00000188676","IDO2",0,0
"16750","ENSG00000188677","PARVB",4394,3606
"16751","ENSG00000188681","TEKT4P2",58,97
"16752","ENSG00000188687","SLC4A5",80,28
"16753","ENSG00000188690","UROS",4461,4276
"16754","ENSG00000188691","OR56A5",0,0
"16755","ENSG00000188693","CYP51A1-AS1",4,16
"16756","ENSG00000188694","KRTAP24-1",0,0
