"","ENSEMBL","SYMBOL","SRR9309444_SAM_Outputfile_Counts","SRR9309445_SAM_Outputfile_Counts"
"56123","ENSG00000280251",NA,0,0
"56124","ENSG00000280254",NA,102,113
"56125","ENSG00000280255",NA,0,0
"56126","ENSG00000280257",NA,0,0
"56127","ENSG00000280261",NA,0,0
"56128","ENSG00000280262",NA,0,0
"56129","ENSG00000280263","ACTR3BP2",0,0
"56130","ENSG00000280265",NA,0,0
"56131","ENSG00000280266",NA,0,0
"56132","ENSG00000280267","PRAMEF26",0,0
"56133","ENSG00000280268",NA,5,0
"56134","ENSG00000280269",NA,19,9
"56135","ENSG00000280270",NA,0,0
"56136","ENSG00000280272",NA,0,0
"56137","ENSG00000280273",NA,66,49
"56138","ENSG00000280274",NA,0,0
"56139","ENSG00000280275",NA,0,0
"56140","ENSG00000280276",NA,2,1
"56141","ENSG00000280277",NA,1,3
"56142","ENSG00000280278","FLJ30679",6,4
"56143","ENSG00000280279",NA,1,0
"56144","ENSG00000280280",NA,2,0
"56145","ENSG00000280281",NA,1,0
"56146","ENSG00000280282",NA,0,0
"56147","ENSG00000280283",NA,0,0
"56148","ENSG00000280284",NA,0,0
"56149","ENSG00000280285",NA,27,8
"56150","ENSG00000280286",NA,0,4
"56151","ENSG00000280287",NA,218,81
"56152","ENSG00000280288",NA,0,0
"56153","ENSG00000280291",NA,6,3
"56154","ENSG00000280294",NA,5,5
"56155","ENSG00000280295",NA,20,6
"56156","ENSG00000280296",NA,0,0
"56157","ENSG00000280299",NA,2,2
"56158","ENSG00000280300",NA,0,0
"56159","ENSG00000280302",NA,19,21
"56160","ENSG00000280303",NA,93,150
"56161","ENSG00000280304",NA,610,349
"56162","ENSG00000280305",NA,0,0
"56163","ENSG00000280306",NA,0,0
"56164","ENSG00000280307",NA,0,0
"56165","ENSG00000280309",NA,1,0
"56166","ENSG00000280310",NA,7,4
"56167","ENSG00000280311",NA,2,0
"56168","ENSG00000280312",NA,0,0
"56169","ENSG00000280314","OR8K3",0,0
"56170","ENSG00000280317",NA,0,0
"56171","ENSG00000280318",NA,0,0
"56172","ENSG00000280319",NA,0,0
"56173","ENSG00000280320",NA,0,0
"56174","ENSG00000280321",NA,1,7
"56175","ENSG00000280323",NA,4,8
"56176","ENSG00000280325",NA,17,21
"56177","ENSG00000280326",NA,3,0
"56178","ENSG00000280327",NA,9,43
"56179","ENSG00000280330",NA,0,0
"56180","ENSG00000280331",NA,5,1
"56181","ENSG00000280332",NA,59,39
"56182","ENSG00000280333",NA,2,2
"56183","ENSG00000280334",NA,32,15
"56184","ENSG00000280335",NA,0,0
"56185","ENSG00000280336",NA,0,0
"56186","ENSG00000280337","DUX4L25",0,0
"56187","ENSG00000280338",NA,0,0
"56188","ENSG00000280339",NA,180,86
"56189","ENSG00000280340",NA,0,0
"56190","ENSG00000280341",NA,0,0
"56191","ENSG00000280344",NA,5,2
"56192","ENSG00000280345",NA,6,1
"56193","ENSG00000280346",NA,0,0
"56194","ENSG00000280347",NA,553,327
"56195","ENSG00000280348",NA,4,1
"56196","ENSG00000280349",NA,0,0
"56197","ENSG00000280350","LINC01726",0,0
"56198","ENSG00000280351","LOC100129503",449,248
"56199","ENSG00000280352",NA,0,0
"56200","ENSG00000280353",NA,4,6
"56201","ENSG00000280354",NA,4,0
"56202","ENSG00000280355",NA,183,161
"56203","ENSG00000280356",NA,0,0
"56204","ENSG00000280357",NA,0,0
"56205","ENSG00000280359",NA,0,0
"56206","ENSG00000280360",NA,0,0
"56207","ENSG00000280362",NA,0,0
"56208","ENSG00000280364",NA,0,0
"56209","ENSG00000280365",NA,0,0
"56210","ENSG00000280366",NA,0,0
"56211","ENSG00000280367",NA,16,19
"56212","ENSG00000280368",NA,0,0
"56213","ENSG00000280369",NA,2,1
"56214","ENSG00000280371",NA,0,0
"56215","ENSG00000280372",NA,0,0
"56216","ENSG00000280373",NA,0,0
"56217","ENSG00000280374",NA,35,11
"56218","ENSG00000280375",NA,0,1
"56219","ENSG00000280376",NA,1,0
"56220","ENSG00000280377",NA,0,5
"56221","ENSG00000280378",NA,19,14
"56222","ENSG00000280379",NA,1,3
"56223","ENSG00000280380",NA,0,0
"56224","ENSG00000280381",NA,4,1
"56225","ENSG00000280382",NA,3,2
"56226","ENSG00000280383",NA,85,67
"56227","ENSG00000280384",NA,4,1
"56228","ENSG00000280385",NA,233,46
"56229","ENSG00000280387",NA,3,4
"56230","ENSG00000280388",NA,16,16
"56231","ENSG00000280390",NA,0,0
"56232","ENSG00000280392",NA,9,8
"56233","ENSG00000280393",NA,0,0
"56234","ENSG00000280394",NA,0,0
"56235","ENSG00000280395",NA,0,1
"56236","ENSG00000280396",NA,0,0
"56237","ENSG00000280397",NA,0,0
"56238","ENSG00000280398",NA,0,0
"56239","ENSG00000280399",NA,7,2
"56240","ENSG00000280400",NA,0,0
"56241","ENSG00000280401",NA,15,8
"56242","ENSG00000280402",NA,8,6
"56243","ENSG00000280404",NA,1,0
"56244","ENSG00000280405",NA,0,0
"56245","ENSG00000280406",NA,0,0
"56246","ENSG00000280407",NA,146,369
"56247","ENSG00000280408",NA,1,0
"56248","ENSG00000280409","LINC01101",0,0
"56249","ENSG00000280411","IGHV1-69D",0,0
"56250","ENSG00000280412",NA,0,0
"56251","ENSG00000280414",NA,0,0
"56252","ENSG00000280415",NA,0,0
"56253","ENSG00000280416",NA,0,0
"56254","ENSG00000280417",NA,19,8
"56255","ENSG00000280418",NA,0,0
"56256","ENSG00000280419",NA,0,0
"56257","ENSG00000280420",NA,0,0
"56258","ENSG00000280422",NA,10,2
"56259","ENSG00000280423",NA,5,0
"56260","ENSG00000280424","LOC730668",10,25
"56261","ENSG00000280425",NA,2,2
"56262","ENSG00000280426",NA,4,8
"56263","ENSG00000280429",NA,2,3
"56264","ENSG00000280430",NA,0,0
"56265","ENSG00000280431",NA,0,0
"56266","ENSG00000280432",NA,4,1
"56267","ENSG00000280433",NA,428,362
"56268","ENSG00000280434",NA,50,50
"56269","ENSG00000280435",NA,7,5
"56270","ENSG00000280436",NA,0,0
"56271","ENSG00000280438",NA,0,0
"56272","ENSG00000280439",NA,0,0
"56273","ENSG00000280440",NA,0,0
"56274","ENSG00000280441",NA,40,29
"56275","ENSG00000280443",NA,0,0
"56276","ENSG00000280444",NA,0,0
"56277","ENSG00000280445",NA,4,4
"56278","ENSG00000280446",NA,0,0
"56279","ENSG00000280449",NA,0,0
"56280","ENSG00000280450",NA,0,0
"56281","ENSG00000280451",NA,0,0
"56282","ENSG00000280453",NA,0,0
"56283","ENSG00000280454",NA,0,0
"56284","ENSG00000280455",NA,0,0
"56285","ENSG00000280457","DUX4L2",0,0
"56286","ENSG00000280466",NA,0,0
"56287","ENSG00000280474",NA,0,1
"56288","ENSG00000280485",NA,0,0
"56289","ENSG00000280486",NA,23,10
"56290","ENSG00000280494",NA,0,0
"56291","ENSG00000280496","SNORA17B",0,0
"56292","ENSG00000280498","SNORA16A",0,0
"56293","ENSG00000280502",NA,3,10
"56294","ENSG00000280511",NA,0,0
"56295","ENSG00000280515","SALRNA2",18,15
"56296","ENSG00000280537",NA,73,17
"56297","ENSG00000280543","ASAP1-IT2",30,17
"56298","ENSG00000280554",NA,0,0
"56299","ENSG00000280560","LINC01374",0,1
"56300","ENSG00000280561",NA,0,0
"56301","ENSG00000280571",NA,2,6
"56302","ENSG00000280580",NA,0,0
"56303","ENSG00000280587",NA,5,6
"56304","ENSG00000280594","BTG3-AS1",211,65
"56305","ENSG00000280604",NA,81,58
"56306","ENSG00000280607",NA,0,0
"56307","ENSG00000280614",NA,8601,9089
"56308","ENSG00000280620","SCAANT1",28,3
"56309","ENSG00000280623",NA,0,0
"56310","ENSG00000280634","THRIL",0,0
"56311","ENSG00000280636",NA,0,0
"56312","ENSG00000280639","LINC02204",10,8
"56313","ENSG00000280646","RNA5SP196",0,0
"56314","ENSG00000280649",NA,111,152
"56315","ENSG00000280650","KCNIP4-IT1",0,0
"56316","ENSG00000280655",NA,0,0
"56317","ENSG00000280660",NA,0,0
"56318","ENSG00000280665",NA,0,0
"56319","ENSG00000280670","CCDC163",349,235
"56320","ENSG00000280683",NA,0,0
"56321","ENSG00000280693","SH3PXD2A-AS1",0,0
"56322","ENSG00000280703",NA,0,0
"56323","ENSG00000280704","SNORD3E",0,0
"56324","ENSG00000280707","HPAT5",0,0
"56325","ENSG00000280709","LINC02203",0,0
"56326","ENSG00000280710",NA,1,0
"56327","ENSG00000280711",NA,0,0
"56328","ENSG00000280719","PCAT5",1,0
"56329","ENSG00000280721",NA,340,49
"56330","ENSG00000280725","LINC00251",0,0
"56331","ENSG00000280734",NA,273,150
"56332","ENSG00000280739","EIF1B-AS1",147,90
"56333","ENSG00000280744","LINC01173",0,1
"56334","ENSG00000280752","LINC00850",0,0
"56335","ENSG00000280757","DUX4L1",0,0
"56336","ENSG00000280758",NA,11,10
"56337","ENSG00000280767",NA,9,0
"56338","ENSG00000280773",NA,0,0
"56339","ENSG00000280776",NA,0,0
"56340","ENSG00000280778",NA,2,6
"56341","ENSG00000280780","JAKMIP2-AS1",0,0
"56342","ENSG00000280789","PAGR1",846,777
"56343","ENSG00000280798","LINC00294",2379,1825
"56344","ENSG00000280799","DUX4L5",0,0
"56345","ENSG00000280800",NA,1066,202
"56346","ENSG00000280809","LINC00836",0,0
"56347","ENSG00000280828",NA,153,100
"56348","ENSG00000280832",NA,423,288
"56349","ENSG00000280836",NA,0,1
"56350","ENSG00000280837","CPS1-IT1",1,0
"56351","ENSG00000280850",NA,0,0
"56352","ENSG00000280852","LOC653653",265,214
"56353","ENSG00000280870","MIR325HG",0,0
"56354","ENSG00000280878",NA,0,0
"56355","ENSG00000280881",NA,0,0
"56356","ENSG00000280890",NA,0,3
"56357","ENSG00000280893",NA,0,0
"56358","ENSG00000280894","SNORA50D",0,0
"56359","ENSG00000280904",NA,4,0
"56360","ENSG00000280913","CTSLP2",7,4
"56361","ENSG00000280916",NA,717,966
"56362","ENSG00000280920",NA,0,0
"56363","ENSG00000280924","LINC00628",0,0
"56364","ENSG00000280927","CTBP1-AS",86,84
"56365","ENSG00000280936",NA,0,0
"56366","ENSG00000280953","LINC01163",0,0
"56367","ENSG00000280958",NA,0,0
"56368","ENSG00000280961","TTTY3B",0,0
"56369","ENSG00000280968",NA,3,6
"56370","ENSG00000280969","RPS4Y2",0,0
"56371","ENSG00000280987","MATR3",20,9
"56372","ENSG00000280989","LINC00581",0,0
"56373","ENSG00000280991",NA,0,0
"56374","ENSG00000280997","CCAT2",0,0
"56375","ENSG00000281000","SNORD3D",0,0
"56376","ENSG00000281005","LINC00921",81,51
"56377","ENSG00000281008",NA,0,0
"56378","ENSG00000281010",NA,0,0
"56379","ENSG00000281016",NA,6,1
"56380","ENSG00000281021",NA,5,6
"56381","ENSG00000281026","N4BP2L2-IT2",57,31
"56382","ENSG00000281039",NA,0,0
"56383","ENSG00000281058","DUX4L6",0,0
"56384","ENSG00000281087","LOC102724737",0,0
"56385","ENSG00000281091",NA,41,31
"56386","ENSG00000281097","LINC01395",0,0
"56387","ENSG00000281100",NA,43,24
"56388","ENSG00000281103","TRG-AS1",11,0
"56389","ENSG00000281106","TMEM272",2,0
"56390","ENSG00000281112",NA,0,0
"56391","ENSG00000281113",NA,0,0
"56392","ENSG00000281120",NA,0,0
"56393","ENSG00000281128","PTENP1-AS",1,0
"56394","ENSG00000281131","SCHLAP1",0,1
"56395","ENSG00000281133",NA,0,0
"56396","ENSG00000281156","MIR3651",2,0
"56397","ENSG00000281159",NA,0,0
"56398","ENSG00000281160",NA,0,0
"56399","ENSG00000281162",NA,2,1
"56400","ENSG00000281167",NA,0,0
"56401","ENSG00000281179",NA,0,0
"56402","ENSG00000281181",NA,43857,53289
"56403","ENSG00000281183","NPTN-IT1",230,149
"56404","ENSG00000281186","LINC00706",0,0
"56405","ENSG00000281189","GHET1",18,6
"56406","ENSG00000281195",NA,35,29
"56407","ENSG00000281196","LINC00934",0,0
"56408","ENSG00000281202","LINC01097",0,0
"56409","ENSG00000281207","SLFNL1-AS1",1214,317
"56410","ENSG00000281219","LINC00254",1,0
"56411","ENSG00000281248",NA,0,0
"56412","ENSG00000281264","SALRNA3",1,0
"56413","ENSG00000281269",NA,0,0
"56414","ENSG00000281295",NA,0,0
"56415","ENSG00000281311",NA,0,0
"56416","ENSG00000281327",NA,1,0
"56417","ENSG00000281332",NA,512,327
"56418","ENSG00000281333",NA,5,7
"56419","ENSG00000281344",NA,11,12
"56420","ENSG00000281347","NF1P2",0,0
"56421","ENSG00000281348",NA,33,19
"56422","ENSG00000281357","ARRDC3-AS1",104,83
"56423","ENSG00000281358","RASSF1-AS1",14,13
"56424","ENSG00000281365",NA,0,0
"56425","ENSG00000281369",NA,3,0
"56426","ENSG00000281371","INE2",0,0
"56427","ENSG00000281376","ABALON",4,1
"56428","ENSG00000281379",NA,0,0
"56429","ENSG00000281383",NA,5171,1962
"56430","ENSG00000281386",NA,0,0
"56431","ENSG00000281392","LINC00506",16,28
"56432","ENSG00000281394","SCARNA4",0,1
"56433","ENSG00000281398",NA,186,155
"56434","ENSG00000281404","LINC01176",30,10
"56435","ENSG00000281406",NA,0,0
"56436","ENSG00000281420",NA,5,7
"56437","ENSG00000281426","MIR548BB",0,0
"56438","ENSG00000281450","PANDAR",0,0
"56439","ENSG00000281453","TGFB2-OT1",0,0
"56440","ENSG00000281460",NA,0,0
"56441","ENSG00000281468",NA,14,9
"56442","ENSG00000281469",NA,9,4
"56443","ENSG00000281473","PISRT1",0,0
"56444","ENSG00000281477",NA,1,1
"56445","ENSG00000281490",NA,528,325
"56446","ENSG00000281491","DNAJB5-DT",2,0
"56447","ENSG00000281501",NA,29,18
"56448","ENSG00000281516",NA,0,0
"56449","ENSG00000281530",NA,10,0
"56450","ENSG00000281538",NA,45,9
"56451","ENSG00000281548",NA,0,0
"56452","ENSG00000281550",NA,0,0
"56453","ENSG00000281560","LSINCT5",0,0
"56454","ENSG00000281566",NA,0,0
"56455","ENSG00000281571",NA,43,36
"56456","ENSG00000281591","DBET",0,0
"56457","ENSG00000281593",NA,1,0
"56458","ENSG00000281613",NA,0,0
"56459","ENSG00000281627","DUX4L3",0,0
"56460","ENSG00000281641",NA,87,52
"56461","ENSG00000281649","EBLN3P",8688,5142
"56462","ENSG00000281652","DUX4L7",0,0
"56463","ENSG00000281655",NA,0,0
"56464","ENSG00000281664","LINC00538",0,0
"56465","ENSG00000281691","RBM5-AS1",14,11
"56466","ENSG00000281692","PACRG-AS1",1,0
"56467","ENSG00000281696","MIR664A",0,0
"56468","ENSG00000281706","LINC01012",7,4
"56469","ENSG00000281708","ERC2-IT1",0,0
"56470","ENSG00000281710",NA,0,0
"56471","ENSG00000281720","DUX4L8",0,0
"56472","ENSG00000281721",NA,0,0
"56473","ENSG00000281731","METTL14-DT",27,2
"56474","ENSG00000281732","LOC284933",5,10
"56475","ENSG00000281741",NA,24,8
"56476","ENSG00000281756","C2-AS1",3,0
"56477","ENSG00000281769",NA,0,0
"56478","ENSG00000281772",NA,0,0
"56479","ENSG00000281778","LINC00550",0,0
"56480","ENSG00000281780",NA,1,8
"56481","ENSG00000281808",NA,0,0
"56482","ENSG00000281809",NA,8,13
"56483","ENSG00000281825",NA,0,0
"56484","ENSG00000281831","HCP5B",1,1
"56485","ENSG00000281832","LINC00602",0,0
"56486","ENSG00000281842","MIR1291",2,2
"56487","ENSG00000281849",NA,8,5
"56488","ENSG00000281852",NA,0,0
"56489","ENSG00000281856",NA,0,0
"56490","ENSG00000281859","SNORD38B",0,0
"56491","ENSG00000281863",NA,0,0
"56492","ENSG00000281880","PAX6-AS1",0,0
"56493","ENSG00000281883",NA,1,3
"56494","ENSG00000281887","GIMAP1-GIMAP5",0,0
"56495","ENSG00000281896",NA,0,1
"56496","ENSG00000281903",NA,27,11
"56497","ENSG00000281904",NA,4,1
"56498","ENSG00000281909",NA,0,0
"56499","ENSG00000281910","SNORA50A",1,0
"56500","ENSG00000281912","LINC01144",18,13
"56501","ENSG00000281920",NA,10,5
"56502","ENSG00000281938",NA,0,0
"56503","ENSG00000281941",NA,0,0
"56504","ENSG00000281955",NA,0,0
"56505","ENSG00000281958","TRBJ1-4",0,0
"56506","ENSG00000281961",NA,0,0
"56507","ENSG00000281969",NA,26,16
"56508","ENSG00000281974",NA,7,4
"56509","ENSG00000281990","IGHV1-69-2",0,0
"56510","ENSG00000281991","TMEM265",0,2
"56511","ENSG00000282012",NA,0,0
"56512","ENSG00000282021",NA,9,6
"56513","ENSG00000282022",NA,4,1
"56514","ENSG00000282024",NA,5,2
"56515","ENSG00000282033","LOC105373553",0,0
"56516","ENSG00000282034",NA,3,2
"56517","ENSG00000282041",NA,0,0
"56518","ENSG00000282048",NA,0,0
"56519","ENSG00000282051",NA,0,0
"56520","ENSG00000282057",NA,690,361
"56521","ENSG00000282059",NA,0,0
"56522","ENSG00000282080",NA,0,0
"56523","ENSG00000282089",NA,0,0
"56524","ENSG00000282097",NA,0,0
"56525","ENSG00000282100",NA,2,0
"56526","ENSG00000282111",NA,0,0
"56527","ENSG00000282121",NA,0,0
"56528","ENSG00000282122","IGHV7-4-1",0,0
"56529","ENSG00000282133","TRBJ1-3",0,0
"56530","ENSG00000282137","OR4G3P",0,0
"56531","ENSG00000282142",NA,1,3
"56532","ENSG00000282143",NA,0,0
"56533","ENSG00000282160",NA,0,0
"56534","ENSG00000282164","PEG13",2,6
"56535","ENSG00000282173","TRBJ1-5",0,0
"56536","ENSG00000282199",NA,0,0
"56537","ENSG00000282206",NA,0,0
"56538","ENSG00000282218",NA,0,0
"56539","ENSG00000282221",NA,0,0
"56540","ENSG00000282222",NA,0,0
"56541","ENSG00000282246",NA,1,0
"56542","ENSG00000282265",NA,0,0
"56543","ENSG00000282268",NA,0,0
"56544","ENSG00000282277","CYP3A51P",0,0
"56545","ENSG00000282278",NA,0,0
"56546","ENSG00000282299",NA,0,0
"56547","ENSG00000282300",NA,0,0
"56548","ENSG00000282301","CYP3A7-CYP3A51P",0,0
"56549","ENSG00000282304",NA,0,0
"56550","ENSG00000282306",NA,0,0
"56551","ENSG00000282308","DPRXP3",0,1
"56552","ENSG00000282317",NA,2,4
"56553","ENSG00000282320","TRBJ1-1",0,0
"56554","ENSG00000282321","MTND1P7",0,0
"56555","ENSG00000282327",NA,0,0
"56556","ENSG00000282339",NA,0,0
"56557","ENSG00000282358",NA,0,0
"56558","ENSG00000282375","LOC401442",0,0
"56559","ENSG00000282381",NA,0,0
"56560","ENSG00000282386",NA,40,42
"56561","ENSG00000282390",NA,0,0
"56562","ENSG00000282393",NA,81,27
"56563","ENSG00000282408","LOC105377924",0,0
"56564","ENSG00000282413",NA,0,0
"56565","ENSG00000282416",NA,0,1
"56566","ENSG00000282418",NA,1,2
"56567","ENSG00000282419","TEX13D",0,0
"56568","ENSG00000282420","TRBJ1-2",0,0
"56569","ENSG00000282431","TRBD1",0,0
"56570","ENSG00000282432",NA,0,0
"56571","ENSG00000282440",NA,0,0
"56572","ENSG00000282458","WASH5P",0,0
"56573","ENSG00000282478",NA,0,0
"56574","ENSG00000282499","TRBV25-1",0,0
"56575","ENSG00000282501",NA,0,0
"56576","ENSG00000282502",NA,0,0
"56577","ENSG00000282508",NA,2,3
"56578","ENSG00000282511","CLUHP10",13,23
"56579","ENSG00000282520",NA,0,0
"56580","ENSG00000282527",NA,0,2
"56581","ENSG00000282535",NA,0,0
"56582","ENSG00000282542",NA,0,1
"56583","ENSG00000282556","LOC101927825",88,56
"56584","ENSG00000282564",NA,0,0
"56585","ENSG00000282572",NA,2,0
"56586","ENSG00000282591","FAM138F",0,0
"56587","ENSG00000282599",NA,0,0
"56588","ENSG00000282600","IGHV3-69-1",0,0
"56589","ENSG00000282602",NA,0,0
"56590","ENSG00000282608","ADORA3",118,32
"56591","ENSG00000282625","MRPL57P8",0,0
"56592","ENSG00000282639","IGHV3-64D",0,0
"56593","ENSG00000282651",NA,0,0
"56594","ENSG00000282668",NA,0,0
"56595","ENSG00000282686",NA,0,0
"56596","ENSG00000282692",NA,0,0
"56597","ENSG00000282697",NA,0,0
"56598","ENSG00000282718",NA,0,0
"56599","ENSG00000282728",NA,8,17
"56600","ENSG00000282732",NA,0,0
"56601","ENSG00000282738",NA,0,0
"56602","ENSG00000282740",NA,0,0
"56603","ENSG00000282742",NA,0,3
"56604","ENSG00000282757","DUXB",1,0
"56605","ENSG00000282759",NA,0,0
"56606","ENSG00000282772",NA,16,30
"56607","ENSG00000282780","TRBJ1-6",0,0
"56608","ENSG00000282785",NA,0,0
"56609","ENSG00000282787",NA,0,3
"56610","ENSG00000282793",NA,0,0
"56611","ENSG00000282798",NA,0,0
"56612","ENSG00000282804",NA,0,0
"56613","ENSG00000282807",NA,0,0
"56614","ENSG00000282815","TEX13C",0,1
"56615","ENSG00000282816",NA,0,0
"56616","ENSG00000282826","FRG1CP",1037,315
"56617","ENSG00000282828",NA,0,0
"56618","ENSG00000282834",NA,0,2
"56619","ENSG00000282836",NA,0,0
"56620","ENSG00000282840",NA,7,7
"56621","ENSG00000282842",NA,0,0
"56622","ENSG00000282843",NA,6,0
"56623","ENSG00000282849",NA,2,1
"56624","ENSG00000282850",NA,0,0
"56625","ENSG00000282851","BISPR",322,245
"56626","ENSG00000282852",NA,0,0
"56627","ENSG00000282855",NA,8,7
"56628","ENSG00000282859",NA,0,0
"56629","ENSG00000282860",NA,0,0
"56630","ENSG00000282863",NA,0,0
"56631","ENSG00000282864",NA,0,0
"56632","ENSG00000282865",NA,1,0
"56633","ENSG00000282870",NA,0,0
"56634","ENSG00000282872","C1orf232",0,0
"56635","ENSG00000282875",NA,0,0
"56636","ENSG00000282876",NA,3,7
"56637","ENSG00000282879",NA,0,0
"56638","ENSG00000282881","TMEM275",0,0
"56639","ENSG00000282882",NA,0,0
"56640","ENSG00000282885",NA,142,126
"56641","ENSG00000282886",NA,1,9
"56642","ENSG00000282887",NA,0,0
"56643","ENSG00000282890",NA,0,3
"56644","ENSG00000282894","DUX4L33",0,1
"56645","ENSG00000282897",NA,7,22
"56646","ENSG00000282898",NA,0,0
"56647","ENSG00000282904","LOC107986277",0,0
"56648","ENSG00000282906",NA,0,0
"56649","ENSG00000282907",NA,1,4
"56650","ENSG00000282909",NA,0,0
"56651","ENSG00000282911",NA,0,0
"56652","ENSG00000282912",NA,0,0
"56653","ENSG00000282914",NA,0,0
"56654","ENSG00000282915",NA,0,2
"56655","ENSG00000282916","LINC02746",0,0
"56656","ENSG00000282917","LOC101927179",7,1
"56657","ENSG00000282921","CFTRP2",0,0
"56658","ENSG00000282924",NA,0,0
"56659","ENSG00000282925",NA,0,0
"56660","ENSG00000282927",NA,0,0
"56661","ENSG00000282933",NA,0,0
"56662","ENSG00000282935","DUX4L34",0,0
"56663","ENSG00000282936",NA,262,184
"56664","ENSG00000282939","TRBV7-2",0,0
"56665","ENSG00000282943",NA,12,11
"56666","ENSG00000282944",NA,0,0
"56667","ENSG00000282946",NA,0,0
"56668","ENSG00000282949",NA,0,0
"56669","ENSG00000282950",NA,0,0
"56670","ENSG00000282951",NA,14,5
"56671","ENSG00000282952",NA,0,0
"56672","ENSG00000282961","PRNCR1",0,1
"56673","ENSG00000282964",NA,0,0
"56674","ENSG00000282965",NA,0,0
"56675","ENSG00000282968",NA,1,1
"56676","ENSG00000282973",NA,0,0
"56677","ENSG00000282975",NA,0,3
"56678","ENSG00000282977","PCBP2-OT1",18,10
"56679","ENSG00000282978",NA,69,51
"56680","ENSG00000282980",NA,7,6
"56681","ENSG00000282987",NA,0,0
"56682","ENSG00000282988",NA,10,14
"56683","ENSG00000282989",NA,0,2
"56684","ENSG00000282993",NA,0,0
"56685","ENSG00000282994",NA,0,0
"56686","ENSG00000282995",NA,19,12
"56687","ENSG00000282996",NA,0,0
"56688","ENSG00000282997",NA,0,0
"56689","ENSG00000282998",NA,0,0
"56690","ENSG00000283000",NA,0,0
"56691","ENSG00000283001",NA,0,0
"56692","ENSG00000283003",NA,0,0
"56693","ENSG00000283005",NA,0,0
"56694","ENSG00000283010",NA,0,0
"56695","ENSG00000283016",NA,9,2
"56696","ENSG00000283020","DUX4L37",4,1
"56697","ENSG00000283023",NA,25,8
"56698","ENSG00000283025",NA,0,0
"56699","ENSG00000283031",NA,47,49
"56700","ENSG00000283033",NA,0,0
"56701","ENSG00000283036","LINC01988",1,0
"56702","ENSG00000283039","KLF18",0,0
"56703","ENSG00000283040",NA,0,0
"56704","ENSG00000283041","LOC729998",10561,9985
"56705","ENSG00000283043",NA,0,0
"56706","ENSG00000283044",NA,0,0
"56707","ENSG00000283045",NA,1,3
"56708","ENSG00000283047",NA,5,4
"56709","ENSG00000283050","GTF2IP12",66,70
"56710","ENSG00000283051","LINC01668",0,0
"56711","ENSG00000283052",NA,0,0
"56712","ENSG00000283053",NA,0,0
"56713","ENSG00000283057",NA,1,0
"56714","ENSG00000283058",NA,0,0
"56715","ENSG00000283061",NA,0,0
"56716","ENSG00000283063","TRBV6-3",0,0
"56717","ENSG00000283064",NA,7,21
"56718","ENSG00000283065",NA,0,0
"56719","ENSG00000283069","DUX4L32",0,0
"56720","ENSG00000283071","LBHD2",0,0
"56721","ENSG00000283072",NA,5,3
"56722","ENSG00000283075",NA,0,0
"56723","ENSG00000283076",NA,0,0
"56724","ENSG00000283078",NA,16,6
"56725","ENSG00000283083","LINC02498",0,0
"56726","ENSG00000283084",NA,0,2
"56727","ENSG00000283093","CENPVL2",0,0
"56728","ENSG00000283095",NA,0,0
"56729","ENSG00000283096",NA,0,0
"56730","ENSG00000283097",NA,0,0
"56731","ENSG00000283098",NA,0,0
"56732","ENSG00000283101",NA,0,0
"56733","ENSG00000283103",NA,363,373
"56734","ENSG00000283108",NA,24,19
"56735","ENSG00000283110",NA,0,0
"56736","ENSG00000283117","MGC4859",0,0
"56737","ENSG00000283118",NA,2,0
"56738","ENSG00000283122","HYMAI",15,11
"56739","ENSG00000283123",NA,0,0
"56740","ENSG00000283125",NA,0,0
"56741","ENSG00000283126","MIR1297",0,0
"56742","ENSG00000283128",NA,11,11
"56743","ENSG00000283130",NA,0,0
"56744","ENSG00000283131","MTND2P41",0,0
"56745","ENSG00000283132",NA,0,0
"56746","ENSG00000283133",NA,0,0
"56747","ENSG00000283136",NA,0,0
"56748","ENSG00000283138",NA,1,0
"56749","ENSG00000283141",NA,1,0
"56750","ENSG00000283142",NA,0,0
"56751","ENSG00000283145",NA,0,0
"56752","ENSG00000283146","MIR548AU",0,0
"56753","ENSG00000283148",NA,4,2
"56754","ENSG00000283149",NA,0,0
"56755","ENSG00000283152","MIR3120",0,0
"56756","ENSG00000283154","SCHIP1",2110,1853
"56757","ENSG00000283155",NA,0,0
"56758","ENSG00000283156",NA,12,3
"56759","ENSG00000283157",NA,0,0
"56760","ENSG00000283159","MIR665",1,0
"56761","ENSG00000283160","MIR4521",0,0
"56762","ENSG00000283162",NA,85,170
"56763","ENSG00000283164",NA,0,0
"56764","ENSG00000283165","MIR203B",0,0
"56765","ENSG00000283166","MTND2P27",0,0
"56766","ENSG00000283167",NA,0,0
"56767","ENSG00000283170","MIR382",4,2
"56768","ENSG00000283172","MIR548D1",0,0
"56769","ENSG00000283174",NA,0,0
"56770","ENSG00000283175","LOC101929130",72,48
"56771","ENSG00000283176",NA,1,0
"56772","ENSG00000283178","LOC100289206",0,0
"56773","ENSG00000283180","MIR6767",0,0
"56774","ENSG00000283183","LOC105374338",0,0
"56775","ENSG00000283188","MIR2052",0,0
"56776","ENSG00000283189",NA,14,12
"56777","ENSG00000283193","MIR1243",0,0
"56778","ENSG00000283195","IGHVII-43-1",0,0
"56779","ENSG00000283196","LSP1P5",58,28
"56780","ENSG00000283197",NA,0,0
